Date,Category,Payment Mode,Description,Amount Paid,Cashback
2024-11-26,Subscriptions,Debit Card,Off list future.,3443.84,0.0
2024-11-07,Transportation,UPI,Idea seven might.,4308.6,0.0
2024-11-12,Food,UPI,Form well last.,1015.77,30.05
2024-11-13,Food,Wallet,Suffer style seek.,2707.64,0.0
2024-11-06,Gifts,Credit Card,Not arrive man.,2204.49,61.53
2024-11-12,Entertainment,Credit Card,Hand share teach.,3714.6,0.0
2024-11-16,Bills,UPI,Chance cause run.,469.29,0.0
2024-11-21,Entertainment,UPI,Tree recently fast.,2745.37,0.0
2024-11-06,Groceries,Wallet,Wrong girl question.,893.91,0.0
2024-11-09,Food,Debit Card,Still today.,1026.78,0.0
2024-11-02,Subscriptions,Credit Card,Since know more man.,3614.46,0.0
2024-11-18,Transportation,Cash,Kind investment.,775.26,0.0
2024-11-20,Bills,UPI,Identify song seek.,1796.2,0.0
2024-11-01,Bills,Credit Card,Able surface able.,856.05,0.0
2024-11-16,Groceries,Wallet,Sort prove too seat.,1190.23,0.0
2024-11-27,Groceries,Debit Card,Drug hold power.,219.62,17.31
2024-11-12,Transportation,Wallet,Color father beat.,2534.65,0.0
2024-11-16,Transportation,UPI,Design consider.,2983.32,0.0
2024-11-02,Subscriptions,Debit Card,Forward it rate.,4328.42,251.62
2024-11-18,Food,Credit Card,Fear reality stuff.,3997.5,0.0
2024-11-17,Gifts,Credit Card,Somebody receive.,1044.97,0.0
2024-11-05,Entertainment,Debit Card,Until check minute.,1837.68,0.0
2024-11-18,Gifts,Wallet,Office easy father.,889.13,66.01
2024-11-19,Food,UPI,Girl response deep.,2236.74,0.0
2024-11-15,Gifts,UPI,Area image.,1591.78,0.0
2024-11-16,Entertainment,UPI,Trip team school.,2638.11,0.0
2024-11-21,Gifts,Wallet,Mouth side image.,4090.09,0.0
2024-11-14,Food,Wallet,Back speak item.,1252.45,0.0
2024-11-09,Entertainment,UPI,Cover official vote.,2806.65,0.0
2024-11-04,Entertainment,Debit Card,Begin need while.,293.2,0.0
2024-11-12,Gifts,Cash,There thing yard.,381.95,0.0
2024-11-25,Subscriptions,Cash,Mrs exist cover.,2313.32,0.0
2024-11-22,Food,Debit Card,Threat lot without.,2022.66,0.0
2024-11-20,Gifts,Cash,Listen left some.,3793.32,348.49
2024-11-23,Transportation,Credit Card,Oil amount that.,1481.25,0.0
2024-11-06,Gifts,UPI,Discover light tree.,3384.22,109.14
2024-11-20,Gifts,Cash,Account sort.,3225.3,0.0
2024-11-01,Food,UPI,Mean school note.,2720.15,139.73
2024-11-23,Food,Wallet,Hot old road.,4713.14,0.0
2024-11-10,Entertainment,Cash,Action coach.,4812.02,0.0
2024-11-04,Groceries,Credit Card,High computer idea.,1893.47,0.0
2024-11-01,Entertainment,Cash,Door television lot.,3750.32,0.0
2024-11-06,Food,Cash,Executive large.,3976.02,0.0
2024-11-21,Food,Debit Card,Decision senior.,626.53,0.0
2024-11-02,Entertainment,Credit Card,Ground ahead game.,4741.27,0.0
2024-11-25,Entertainment,Wallet,Lot southern.,4363.54,0.0
2024-11-02,Food,Debit Card,Heavy shoulder.,1397.89,0.0
2024-11-13,Subscriptions,Debit Card,Hotel good.,1526.5,0.0
2024-11-09,Gifts,Credit Card,Boy enough good.,2885.09,0.0
2024-11-19,Gifts,Debit Card,Summer power lose.,2387.22,0.0
2024-11-22,Subscriptions,Debit Card,Official over agree.,343.25,0.0
2024-11-15,Entertainment,Debit Card,Store make season.,2546.22,34.33
2024-11-14,Food,Cash,Rate pay remain.,623.01,0.0
2024-11-22,Transportation,Cash,Contain music north.,3582.86,0.0
2024-11-10,Groceries,Credit Card,Final future major.,3129.99,0.0
2024-11-20,Food,Cash,American.,1915.2,0.0
2024-11-02,Subscriptions,UPI,Expert power whose.,4692.48,400.96
2024-11-17,Food,UPI,Politics wait.,2780.86,0.0
2024-11-27,Entertainment,Cash,Most look history.,4865.68,401.49
2024-11-10,Groceries,Debit Card,Could new watch us.,4425.26,0.0
2024-11-24,Food,Cash,Test investment.,116.45,0.0
2024-11-24,Bills,UPI,Be those.,2893.06,0.0
2024-11-04,Food,Wallet,Player throw.,572.48,0.0
2024-11-17,Groceries,UPI,Citizen nation soon.,3066.3,0.0
2024-11-02,Transportation,Debit Card,Product few send.,257.26,18.12
2024-11-24,Groceries,UPI,This article ever.,4290.1,0.0
2024-12-05,Bills,Credit Card,Control here want.,188.49,0.0
2024-12-06,Food,Credit Card,Player open.,4333.36,0.0
2024-12-12,Groceries,Wallet,Pay themselves.,1568.79,151.46
2024-12-24,Food,Credit Card,Through nor.,4519.92,37.47
2024-12-27,Subscriptions,Cash,Coach scene three.,4375.41,249.78
2024-12-17,Bills,Wallet,Public five product.,4291.32,0.0
2024-12-12,Groceries,Credit Card,Leave room size.,4032.04,0.0
2024-12-18,Subscriptions,UPI,Idea themselves.,735.2,0.0
2024-12-26,Entertainment,Credit Card,Race create glass.,1991.35,0.0
2024-12-10,Groceries,Debit Card,There down out.,1636.22,153.39
2024-12-12,Food,UPI,Necessary mention.,3456.34,0.0
2024-12-10,Food,Debit Card,Investment.,2519.42,0.0
2024-12-23,Entertainment,Debit Card,Week various.,4853.83,0.0
2024-12-11,Groceries,Cash,Fact worker.,1387.06,0.0
2024-12-02,Transportation,Cash,Wait control.,1383.39,0.0
2024-12-02,Gifts,Credit Card,Animal crime keep.,1764.76,0.0
2024-12-12,Transportation,Debit Card,Late focus law walk.,871.25,0.0
2024-12-04,Food,Wallet,Stuff always.,2614.46,0.0
2024-12-22,Bills,UPI,Talk speak yes.,2314.5,0.0
2024-12-20,Transportation,Wallet,Level grow threat.,2250.16,0.0
2024-12-25,Food,Wallet,Herself morning.,4535.99,0.0
2024-12-25,Food,Debit Card,Kind enter matter.,2659.03,0.0
2024-12-06,Bills,Credit Card,Current national.,2616.19,0.0
2024-12-21,Subscriptions,Cash,Thousand mission.,4431.26,0.0
2024-12-23,Entertainment,Wallet,Minute century.,2658.36,225.17
2024-12-01,Food,UPI,Appear would.,2272.16,0.0
2024-12-17,Subscriptions,Cash,Forward box process.,3162.07,0.0
2024-12-19,Food,UPI,Usually popular.,3534.5,0.0
2024-12-04,Bills,Debit Card,Owner edge magazine.,1111.9,0.0
2024-12-12,Bills,Cash,Identify away.,1467.48,0.0
2024-12-12,Gifts,Wallet,Up glass head.,2383.55,222.83
2024-12-19,Transportation,Wallet,Could benefit.,3809.43,0.0
2024-12-12,Subscriptions,Credit Card,Market still at.,3115.46,9.43
2024-12-12,Transportation,Credit Card,Service walk happen.,3848.89,0.0
2024-12-21,Subscriptions,Credit Card,Bank cold yet.,3013.31,0.0
2024-12-04,Transportation,Credit Card,Seat center quickly.,2327.4,0.0
2024-12-14,Subscriptions,Debit Card,Size become last.,2637.63,0.0
2024-12-22,Bills,Wallet,Protect beyond.,2680.97,0.0
2024-12-24,Transportation,Debit Card,Speak base civil.,1064.88,0.0
2024-12-13,Bills,Debit Card,Many understand.,3198.58,0.0
2024-12-17,Gifts,Cash,Mr set add hear.,2375.06,0.0
2024-12-20,Bills,Debit Card,Lead scientist.,109.36,0.0
2024-12-24,Groceries,Debit Card,Institution north.,4795.57,283.32
2024-12-16,Entertainment,Credit Card,Assume admit better.,1615.87,0.0
2024-12-25,Entertainment,UPI,If ok voice include.,4488.18,0.0
2024-12-11,Food,Debit Card,Prepare hundred add.,1554.53,0.0
2024-12-18,Transportation,Wallet,Opportunity.,3678.76,0.0
2024-12-20,Bills,Wallet,Quality market.,1311.47,0.0
2024-12-23,Groceries,Debit Card,Smile glass window.,3813.02,106.53
2024-12-02,Transportation,Credit Card,Base see worker.,3022.45,0.0
2024-12-14,Food,Wallet,Know protect eight.,333.06,17.7
2024-12-26,Food,Debit Card,Only himself.,3770.64,0.0
2024-12-03,Food,Debit Card,Sure movie citizen.,4247.85,0.0
2024-12-23,Transportation,Wallet,Woman nearly close.,2683.37,0.0
2024-12-09,Subscriptions,UPI,Government ten need.,1380.99,0.0
2024-12-16,Gifts,Credit Card,History national.,3826.33,0.0
2024-12-12,Gifts,Credit Card,Work investment.,950.09,0.0
2024-12-21,Food,Wallet,Pattern lay recent.,4048.98,0.0
2024-12-19,Bills,Wallet,Statement cover.,2332.59,0.0
2024-12-20,Bills,UPI,Run serious view.,1905.31,0.0
2024-12-25,Groceries,Debit Card,Worker relate get.,1777.29,0.0
2024-12-08,Transportation,Cash,Let traditional.,2228.3,171.54
2024-12-27,Subscriptions,Cash,Positive air common.,4500.39,0.0
2024-12-18,Bills,Wallet,Argue store foreign.,815.49,0.0
2024-12-12,Transportation,Wallet,Foot gas lawyer.,3652.41,0.0
2024-12-25,Groceries,Credit Card,Even others agree.,666.23,0.0
2024-12-15,Gifts,UPI,Challenge.,4462.78,0.0
2024-12-04,Subscriptions,Credit Card,Behind serve result.,1563.95,0.0
2024-12-21,Subscriptions,UPI,Power behavior edge.,3572.9,100.05
2024-12-20,Gifts,UPI,Its particularly.,3902.82,0.0
2024-12-22,Gifts,Cash,Myself seem through.,3597.83,0.0
2024-12-11,Subscriptions,Credit Card,Get operation book.,4698.81,0.0
2024-12-10,Food,Wallet,Serious most debate.,2932.86,33.99
2024-12-23,Groceries,Cash,Care available.,2159.51,0.0
2024-12-08,Bills,UPI,East hotel attack.,3455.34,0.0
2024-12-22,Subscriptions,UPI,Hospital.,2827.12,0.0
2024-12-26,Groceries,Credit Card,Teach free past.,1399.15,109.41
2024-12-12,Entertainment,Debit Card,Society attention.,710.67,0.0
2024-12-18,Entertainment,UPI,Success job main.,285.28,0.0
2024-12-05,Entertainment,Debit Card,American offer fire.,2458.75,222.21
2024-12-18,Gifts,Credit Card,Discuss cell.,824.81,0.0
2024-12-16,Transportation,Wallet,Early service bank.,1569.3,0.0
2024-12-07,Gifts,Cash,So participant TV.,3202.9,165.74
2024-12-15,Gifts,UPI,Treatment finally.,3904.36,259.05
2024-12-06,Transportation,Cash,Marriage result.,885.76,0.0
2024-12-24,Gifts,Wallet,Could science.,4494.47,0.0
2024-12-06,Subscriptions,Wallet,Work scene play.,4214.78,78.3
2024-12-27,Subscriptions,Credit Card,Less marriage.,995.77,0.0
2024-12-16,Entertainment,Wallet,Executive network.,2516.39,0.0
2024-12-04,Transportation,UPI,Cut law third.,1358.42,0.0
2024-12-19,Bills,UPI,Play agree child.,333.21,0.0
2024-12-14,Entertainment,Cash,Remain consumer kid.,4636.34,0.0
2024-12-12,Transportation,UPI,Seat month we since.,4907.77,0.0
2024-12-20,Bills,Debit Card,Central popular.,4566.83,73.77
2024-12-08,Groceries,Wallet,Official one.,4002.52,0.0
2024-12-09,Transportation,Credit Card,Leave kitchen under.,3294.19,0.0
2024-12-07,Food,Cash,Morning institution.,4256.2,0.0
2024-12-21,Transportation,UPI,Win support open.,1263.65,0.0
2024-12-14,Food,Credit Card,Space one together.,1476.93,80.68
2024-12-02,Bills,Credit Card,Child sport teach.,4619.05,274.47
2024-01-09,Subscriptions,Cash,Carry step business.,2901.53,0.0
2024-01-10,Transportation,Wallet,Business truth.,2041.48,0.0
2024-01-27,Gifts,Debit Card,Star next how able.,4154.89,0.0
2024-01-12,Subscriptions,Credit Card,Star economic.,2597.74,0.0
2024-01-27,Gifts,Debit Card,Surface Congress.,3251.87,0.0
2024-01-27,Groceries,Wallet,When ever inside.,590.35,52.76
2024-01-15,Food,Wallet,Recently beyond.,741.67,0.0
2024-01-17,Groceries,Credit Card,Will kitchen more.,4231.7,0.0
2024-01-19,Subscriptions,Cash,Write for happen.,3766.06,361.68
2024-01-01,Transportation,Wallet,Conference name.,473.36,0.0
2024-01-05,Groceries,Credit Card,Garden attack.,2132.14,0.0
2024-01-22,Groceries,Wallet,Letter all tax.,4056.13,0.0
2024-01-11,Food,UPI,Feel lot poor.,2289.14,0.0
2024-01-23,Entertainment,UPI,Nearly into surface.,3291.88,0.0
2024-01-14,Bills,Debit Card,Type keep receive.,227.74,0.0
2024-01-03,Entertainment,Cash,Very opportunity.,2392.92,82.96
2024-01-12,Bills,UPI,Scene still discuss.,917.31,0.0
2024-01-16,Subscriptions,Wallet,Mr college one.,637.69,40.24
2024-01-02,Bills,Cash,Hope each behavior.,3648.95,233.66
2024-01-20,Entertainment,Credit Card,Industry probably.,1484.95,0.0
2024-01-21,Groceries,UPI,Always join heavy.,3959.48,0.0
2024-01-13,Food,Debit Card,Hit benefit morning.,3566.31,0.0
2024-01-20,Gifts,Debit Card,Suggest we far easy.,3629.02,83.53
2024-01-18,Transportation,Cash,Trial current.,3888.79,0.0
2024-01-09,Gifts,Wallet,Very religious few.,4626.78,0.0
2024-01-23,Food,UPI,Focus home address.,3297.66,0.0
2024-01-02,Transportation,UPI,Experience author.,1217.69,99.07
2024-01-07,Entertainment,Cash,Save time rock.,4221.85,0.0
2024-01-11,Food,Wallet,Such letter thing.,2560.96,0.0
2024-01-18,Entertainment,Credit Card,Enter prevent far.,4923.68,0.0
2024-01-10,Bills,Credit Card,Perhaps color.,4053.05,0.0
2024-01-02,Entertainment,Cash,Five third start.,314.34,0.0
2024-01-26,Groceries,Credit Card,Over mission world.,1931.04,0.0
2024-01-17,Gifts,Credit Card,Front leader.,390.06,0.0
2024-01-07,Bills,Cash,Among Republican.,2083.41,0.0
2024-01-12,Groceries,UPI,Century purpose.,778.07,0.0
2024-01-25,Groceries,Credit Card,No three capital.,1329.43,39.19
2024-01-04,Groceries,Debit Card,Check color stop.,236.31,23.17
2024-01-21,Gifts,Wallet,Pattern consider.,4065.41,0.0
2024-01-05,Bills,Credit Card,Experience item but.,1416.52,0.0
2024-01-07,Entertainment,Cash,Network help firm.,2567.26,0.0
2024-01-22,Food,Cash,Common south skill.,1468.49,0.0
2024-01-15,Gifts,Debit Card,Until mouth some.,656.69,8.19
2024-01-23,Entertainment,Debit Card,Image worker.,4031.6,173.9
2024-01-10,Subscriptions,UPI,Professional tree.,1456.73,0.0
2024-01-06,Food,Cash,Catch enjoy nor.,534.64,0.0
2024-01-13,Groceries,Cash,And hundred season.,3463.12,0.0
2024-01-19,Gifts,Debit Card,Why goal world deep.,3904.67,0.0
2024-01-04,Subscriptions,UPI,Painting especially.,2685.87,0.0
2024-01-02,Entertainment,Credit Card,Institution camera.,477.25,0.0
2024-01-15,Groceries,Debit Card,Agreement car.,1013.84,0.0
2024-01-12,Entertainment,Credit Card,Field test answer.,3649.27,0.0
2024-01-23,Food,Credit Card,Lay sound produce.,2895.5,0.0
2024-01-02,Transportation,Credit Card,Physical though.,3057.62,0.0
2024-01-11,Entertainment,UPI,Pay tree which rise.,4075.79,0.0
2024-01-20,Bills,Cash,The cause almost.,2079.78,207.45
2024-01-23,Gifts,Credit Card,Goal effort remain.,1309.51,0.0
2024-01-11,Subscriptions,Credit Card,Position worker.,3226.45,39.79
2024-01-26,Transportation,Cash,Forget understand.,2986.42,0.0
2024-01-19,Gifts,Wallet,Beautiful state.,672.16,0.0
2024-01-22,Entertainment,UPI,Parent discover buy.,1815.16,0.0
2024-01-02,Food,Cash,Cell question adult.,3708.32,0.0
2024-01-09,Bills,Debit Card,My discover north.,2721.63,0.0
2024-01-02,Food,UPI,Range state near.,3215.29,0.0
2024-01-01,Transportation,Wallet,Experience daughter.,3244.68,0.0
2024-01-01,Food,Cash,Month indeed once.,404.87,0.0
2024-01-02,Bills,Cash,Save pass final.,4271.09,249.72
2024-01-16,Gifts,Cash,Heart southern walk.,4599.13,0.0
2024-01-01,Food,Wallet,Citizen name choose.,3593.6,0.0
2024-01-05,Transportation,UPI,Too sure middle.,910.91,0.0
2024-01-16,Food,Debit Card,Begin his cover.,310.98,9.78
2024-01-24,Groceries,Debit Card,We soon interesting.,3739.65,0.0
2024-01-03,Groceries,Credit Card,Crime new create.,2873.65,0.0
2024-01-25,Entertainment,Credit Card,Unit box future cup.,2987.29,0.0
2024-01-10,Food,Debit Card,Close generation.,3492.71,200.91
2024-01-16,Groceries,UPI,Bit doctor election.,4833.17,0.0
2024-01-06,Gifts,Wallet,Throughout nearly.,4536.65,0.0
2024-01-23,Food,Credit Card,Court actually.,1633.19,0.0
2024-01-23,Food,Debit Card,Market wear.,4543.82,0.0
2024-01-04,Groceries,Debit Card,Push walk five hard.,3884.38,0.0
2024-01-15,Food,Cash,Forward animal.,4199.35,0.0
2024-01-01,Subscriptions,Cash,Main news parent.,2879.67,0.0
2024-01-10,Groceries,Credit Card,Billion street.,1407.86,98.33
2024-01-10,Entertainment,Debit Card,People old foreign.,3264.49,0.0
2024-01-08,Entertainment,Cash,With ever left we.,2209.05,0.0
2024-01-15,Groceries,Credit Card,Season few item.,3608.15,0.0
2024-01-14,Gifts,Debit Card,Financial man.,2289.52,0.0
2024-01-21,Groceries,Debit Card,Back from explain.,696.89,1.66
2024-01-02,Transportation,Cash,Admit wall forward.,1581.26,0.0
2024-01-20,Entertainment,Wallet,Himself any radio.,3581.67,0.0
2024-01-25,Transportation,Cash,Air together all.,1467.51,70.16
2024-01-06,Entertainment,Wallet,Loss girl edge.,4528.88,258.6
2024-01-12,Entertainment,Cash,Main financial buy.,136.14,0.0
2024-01-20,Transportation,Cash,Southern little.,2962.67,124.12
2024-01-25,Gifts,UPI,A American news boy.,3285.11,0.0
2024-01-22,Groceries,Cash,Nor bill another.,4831.1,0.0
2024-01-26,Gifts,Cash,Have fall against.,1333.4,0.0
2024-01-06,Groceries,Credit Card,Fine instead soon.,714.6,0.0
2024-01-14,Bills,UPI,Industry evening.,3936.83,43.44
2024-01-26,Groceries,UPI,Government.,2610.32,0.0
2024-02-09,Groceries,Wallet,Event skill cell of.,2435.6,0.0
2024-02-23,Gifts,Cash,Happen beyond.,159.04,0.0
2024-02-09,Gifts,Credit Card,Education put other.,161.87,0.0
2024-02-09,Gifts,Wallet,Attack action page.,2618.44,0.0
2024-02-09,Groceries,Debit Card,Great out single.,264.1,0.0
2024-02-03,Subscriptions,Credit Card,Animal number.,723.78,0.0
2024-02-16,Entertainment,Wallet,Way surface explain.,3332.29,0.0
2024-02-06,Bills,Wallet,Understand common.,3924.12,0.0
2024-02-17,Entertainment,UPI,Especially six well.,3037.5,83.95
2024-02-08,Entertainment,Cash,Before energy.,4533.82,0.0
2024-02-23,Groceries,Wallet,Marriage draw check.,3275.65,0.0
2024-02-23,Bills,Debit Card,In threat west.,2342.09,0.0
2024-02-27,Bills,Debit Card,Sort least interest.,2639.33,0.0
2024-02-16,Gifts,Cash,Foreign avoid.,3871.67,0.0
2024-02-25,Food,UPI,Take great training.,939.73,0.0
2024-02-21,Subscriptions,Credit Card,Maintain many.,3788.5,0.0
2024-02-26,Bills,Wallet,Relationship she.,706.4,28.0
2024-02-11,Entertainment,UPI,Be husband not.,4762.15,0.0
2024-02-12,Groceries,Credit Card,Environment artist.,2639.37,0.0
2024-02-21,Bills,UPI,Between recognize.,528.33,0.0
2024-02-10,Subscriptions,Cash,Personal seat you.,2761.24,0.0
2024-02-07,Bills,Cash,Number speak.,3323.28,0.0
2024-02-14,Groceries,Wallet,Charge occur they.,2464.61,0.0
2024-02-13,Groceries,Cash,Rather second house.,199.23,0.0
2024-02-07,Transportation,Debit Card,Letter cut tax.,2248.04,0.0
2024-02-03,Entertainment,UPI,Think set evening.,3951.52,0.0
2024-02-05,Transportation,Credit Card,Nearly five score.,1229.83,0.0
2024-02-10,Bills,UPI,Be statement send.,3836.12,0.0
2024-02-24,Food,UPI,Per attention.,1827.77,14.79
2024-02-01,Entertainment,UPI,Nature service face.,3404.26,0.0
2024-02-05,Gifts,Credit Card,Always pick carry.,1288.4,0.0
2024-02-11,Bills,UPI,Member consider.,590.59,0.0
2024-02-20,Food,Debit Card,Security not.,4302.9,0.0
2024-02-05,Gifts,Cash,Others already cup.,1431.43,0.0
2024-02-23,Transportation,Cash,Development then.,4545.46,0.0
2024-02-19,Gifts,Debit Card,Information.,2092.89,0.0
2024-02-02,Groceries,Credit Card,Anything worry.,672.51,0.0
2024-02-01,Groceries,Debit Card,Place physical.,3204.32,0.0
2024-02-02,Subscriptions,Debit Card,Human campaign.,1410.94,0.0
2024-02-16,Bills,Cash,Move audience would.,4333.9,39.51
2024-02-23,Groceries,Credit Card,Actually despite.,4127.9,0.0
2024-02-14,Groceries,Debit Card,Lot laugh space.,2951.42,0.0
2024-02-15,Bills,Debit Card,Cultural decade.,1777.35,0.0
2024-02-25,Food,Wallet,Grow prove while.,1104.41,0.0
2024-02-19,Gifts,Credit Card,Decide may.,2488.86,0.0
2024-02-02,Transportation,Wallet,Imagine see need.,1282.27,0.0
2024-02-16,Gifts,Cash,Pass price eat hit.,3142.55,0.0
2024-02-16,Entertainment,UPI,Detail black those.,3674.04,0.0
2024-02-20,Transportation,Cash,Hope month have far.,3856.37,0.0
2024-02-18,Bills,Wallet,Which one think.,2158.42,0.0
2024-02-13,Subscriptions,Debit Card,Discover off.,3070.11,0.0
2024-02-21,Groceries,Credit Card,Against either.,4788.99,0.0
2024-02-21,Food,Cash,Later could public.,1411.72,0.0
2024-02-26,Bills,Cash,Southern east.,2940.88,0.0
2024-02-27,Transportation,Wallet,From with great.,1582.46,0.0
2024-02-10,Entertainment,Wallet,Evidence ever.,367.61,0.0
2024-02-14,Groceries,Debit Card,They simply moment.,3513.77,252.17
2024-02-03,Food,Wallet,Project oil word.,794.81,0.0
2024-02-11,Groceries,Cash,Behind with wall.,223.48,0.0
2024-02-08,Entertainment,Debit Card,Street others.,2173.7,35.47
2024-02-03,Transportation,UPI,Us agency sound.,4938.12,0.0
2024-02-12,Entertainment,Debit Card,Before happy build.,2852.67,0.0
2024-02-09,Groceries,Credit Card,Strategy perhaps.,3322.86,0.0
2024-02-20,Food,UPI,Article well.,178.08,0.0
2024-02-17,Entertainment,Cash,Because include our.,1818.4,0.0
2024-02-09,Bills,UPI,Hear and short.,3810.77,0.0
2024-02-05,Groceries,Credit Card,Long thank owner.,1426.97,0.0
2024-02-19,Transportation,Debit Card,Together language.,1681.85,0.0
2024-02-20,Food,Credit Card,Focus material as.,822.39,0.0
2024-02-25,Entertainment,UPI,Others bed big.,880.11,0.0
2024-02-16,Food,Wallet,Identify knowledge.,2872.46,132.59
2024-02-08,Gifts,Credit Card,Design argue.,1039.15,0.0
2024-02-23,Entertainment,Credit Card,Do relate agree and.,2491.17,0.0
2024-02-05,Transportation,Debit Card,Agree hold himself.,3366.67,0.0
2024-02-08,Transportation,Credit Card,Practice resource.,2183.95,0.0
2024-02-16,Subscriptions,UPI,Focus human true.,1674.15,0.0
2024-02-13,Subscriptions,UPI,Democratic standard.,3601.21,0.0
2024-02-21,Entertainment,Wallet,Order there pattern.,3097.15,0.0
2024-02-12,Transportation,Debit Card,Fact though tough.,2088.09,0.0
2024-02-16,Transportation,Cash,Protect leg leg.,3809.44,93.96
2024-02-27,Subscriptions,Wallet,Actually tend.,3277.93,0.0
2024-02-22,Gifts,Cash,Range carry.,2159.48,0.0
2024-02-10,Food,Wallet,Whose number deep.,3973.71,0.0
2024-02-15,Subscriptions,Wallet,Such hospital ten.,3946.81,115.58
2024-02-23,Food,Cash,Weight town past.,1277.29,0.0
2024-02-08,Groceries,Wallet,Whom lawyer city.,4858.38,0.0
2024-02-02,Entertainment,Credit Card,Health really.,694.94,0.0
2024-02-21,Bills,Wallet,Thousand tonight.,2133.38,0.0
2024-02-20,Groceries,Credit Card,Produce simply look.,1847.8,0.0
2024-02-01,Entertainment,Cash,Wife be police.,3139.84,0.0
2024-02-23,Bills,Credit Card,Help hope mean.,641.57,28.3
2024-02-19,Bills,Cash,Various program.,934.07,0.0
2024-02-10,Entertainment,Debit Card,Try late method.,4057.61,0.0
2024-02-01,Transportation,Debit Card,Hair instead start.,3596.39,0.0
2024-02-07,Entertainment,UPI,Strategy customer.,4823.07,0.0
2024-02-04,Food,Cash,Door keep believe.,509.56,0.0
2024-02-19,Entertainment,Debit Card,Resource fear we.,3052.01,0.0
2024-02-08,Groceries,Debit Card,Kitchen than make.,2922.57,0.0
2024-02-27,Gifts,Debit Card,Side professor find.,2711.5,0.0
2024-02-02,Subscriptions,Wallet,Tough to sea run.,3350.4,0.0
2024-03-20,Groceries,Credit Card,Enjoy member.,2473.33,113.2
2024-03-18,Transportation,Credit Card,Tell week support.,1739.56,0.0
2024-03-02,Gifts,Wallet,Offer management.,2862.84,18.81
2024-03-17,Subscriptions,Wallet,Move walk team.,4898.8,0.0
2024-03-14,Subscriptions,Cash,Physical high.,1592.43,0.0
2024-03-17,Groceries,Cash,Management serious.,1448.11,0.0
2024-03-13,Gifts,Wallet,Source anything.,1795.05,0.0
2024-03-19,Food,Wallet,Recognize form.,422.12,0.0
2024-03-13,Entertainment,Cash,Boy bag reach.,3544.22,311.18
2024-03-27,Bills,UPI,Crime learn work.,623.49,0.0
2024-03-17,Food,Cash,Process fear turn.,201.47,0.0
2024-03-13,Food,Credit Card,Nothing least break.,4413.32,0.0
2024-03-16,Subscriptions,UPI,Rule medical pretty.,1847.34,0.0
2024-03-19,Subscriptions,Debit Card,House over shake.,1639.23,0.0
2024-03-18,Entertainment,Cash,Again full computer.,1244.16,59.76
2024-03-23,Bills,Credit Card,Consider set up.,2864.97,164.43
2024-03-11,Bills,Debit Card,Affect general.,3267.05,0.0
2024-03-16,Subscriptions,Cash,White machine blue.,3779.57,349.97
2024-03-21,Transportation,Debit Card,Against lose space.,3227.05,0.0
2024-03-27,Entertainment,UPI,Assume contain fine.,2702.11,0.0
2024-03-25,Subscriptions,UPI,Design dinner light.,4054.19,0.0
2024-03-03,Bills,UPI,Republican.,3974.47,0.0
2024-03-06,Bills,Debit Card,Artist discover.,2530.28,0.0
2024-03-20,Groceries,Cash,Tax minute show.,3649.66,0.0
2024-03-17,Bills,Credit Card,Medical address.,3523.96,0.0
2024-03-23,Subscriptions,Credit Card,Morning candidate.,3626.83,0.0
2024-03-01,Gifts,Debit Card,Matter present.,523.6,0.0
2024-03-11,Entertainment,Credit Card,Edge seem sense.,3961.15,0.0
2024-03-07,Bills,Debit Card,Director green.,1304.39,0.0
2024-03-15,Entertainment,Credit Card,Year activity blood.,2791.79,0.0
2024-03-20,Groceries,Wallet,Measure past.,761.47,0.0
2024-03-26,Food,Wallet,Look build phone.,561.2,18.64
2024-03-14,Transportation,Cash,Cost plan worker.,2482.55,0.0
2024-03-07,Entertainment,UPI,Since parent free.,2403.38,0.0
2024-03-12,Subscriptions,Cash,Lose then then.,3872.37,0.0
2024-03-20,Groceries,Wallet,Purpose cultural.,3030.04,0.0
2024-03-25,Gifts,UPI,Case trade green.,875.02,0.0
2024-03-02,Bills,Cash,Miss maintain our.,1928.59,0.0
2024-03-06,Subscriptions,Debit Card,Bag but even bill.,254.83,0.0
2024-03-18,Groceries,Credit Card,Lot Democrat act.,3225.29,0.0
2024-03-18,Bills,Credit Card,Group lawyer.,957.25,0.0
2024-03-07,Transportation,UPI,Pay game alone win.,1663.32,0.0
2024-03-04,Entertainment,Cash,Central capital.,1957.23,0.0
2024-03-11,Food,UPI,Reach cup standard.,1346.07,0.0
2024-03-06,Groceries,Debit Card,Model event so.,2046.03,0.0
2024-03-09,Groceries,Debit Card,Ball create forget.,4790.72,0.0
2024-03-20,Transportation,Debit Card,Machine minute his.,2228.13,14.91
2024-03-16,Subscriptions,UPI,Themselves speak.,2122.75,0.0
2024-03-18,Gifts,Credit Card,Leg cut prepare.,3417.45,0.0
2024-03-03,Gifts,UPI,Republican surface.,2638.01,0.0
2024-03-14,Transportation,Debit Card,Hold section relate.,4814.35,183.33
2024-03-06,Gifts,Credit Card,Push education.,3562.49,0.0
2024-03-01,Gifts,UPI,Firm he industry.,4896.35,0.0
2024-03-01,Transportation,UPI,Against because.,1459.41,0.0
2024-03-08,Transportation,Debit Card,Floor give.,1683.61,153.82
2024-03-13,Bills,Credit Card,Final list top.,2255.13,160.77
